time,p1,p2
1111074696,14,35
1111074696,86,35
1111074696,14,76
1111074696,10,72
1111074696,10,35
1111074696,14,10
1111074696,86,10
1111074696,14,58
1111075296,42,2
1111075296,40,39
1111075296,20,42
1111075296,20,2
1111075296,40,17
1111075296,14,19
1111075296,86,19
1111075296,11,12
1111075296,65,66
1111075296,14,35
1111075296,86,35
1111075296,14,76
1111075296,10,72
1111075296,10,35
1111075296,14,10
1111075296,86,10
1111075296,14,58
1111075296,42,2
1111075296,40,39
1111075296,20,42
1111075296,20,2
1111075296,40,17
1111075296,14,19
1111075296,86,19
1111075296,11,12
1111075296,65,66
1111075296,14,35
1111075296,86,35
1111075296,14,76
1111075296,10,72
1111075296,10,35
1111075296,14,10
1111075296,86,10
1111075296,14,58
1111075296,42,2
1111075296,40,39
1111075296,20,42
1111075296,20,2
1111075296,40,17
1111075296,14,19
1111075296,86,19
1111075296,11,12
1111075296,65,66
1111075296,14,35
1111075296,86,35
1111075296,14,76
1111075296,10,72
1111075296,10,35
1111075296,14,10
1111075296,86,10
1111075296,14,58
1111075296,72,35
1111075296,42,2
1111075296,40,39
1111075296,20,42
1111075296,20,2
1111075296,40,17
1111075296,14,19
1111075296,86,19
1111075296,11,12
1111075296,65,66
1111075296,14,35
1111075296,86,35
1111075296,14,76
1111075296,10,72
1111075296,10,35
1111075296,14,10
1111075296,86,10
1111075296,14,58
1111075296,72,35
1111075296,42,2
1111075296,40,39
1111075296,20,42
1111075296,20,2
1111075296,40,17
1111075296,14,19
1111075296,86,19
1111075296,11,12
1111075296,65,66
1111075296,14,35
1111075296,86,35
1111075296,14,76
1111075296,10,72
1111075296,10,35
1111075296,14,10
1111075296,86,10
1111075296,14,58
1111075296,72,35
1111075296,78,18
1111075296,42,2
1111075296,40,39
1111075296,20,42
1111075296,20,2
1111075296,40,17
1111075296,14,19
1111075296,86,19
1111075296,11,12
1111075296,65,66
1111075296,14,35
1111075296,86,35
1111075296,10,72
1111075296,10,35
1111075296,14,10
1111075296,86,10
1111075296,14,58
1111075296,72,35
1111075296,4,72
1111075896,42,2
1111075896,40,39
1111075896,20,42
1111075896,20,2
1111075896,40,17
1111075896,14,19
1111075896,86,19
1111075896,11,12
1111075896,65,66
1111075896,14,35
1111075896,86,35
1111075896,10,72
1111075896,10,35
1111075896,14,10
1111075896,86,10
1111075896,14,58
1111075896,72,35
1111075896,4,72
1111075896,40,39
1111075896,20,42
1111075896,40,17
1111075896,14,19
1111075896,86,19
1111075896,11,12
1111075896,65,66
1111075896,14,35
1111075896,86,35
1111075896,10,72
1111075896,10,35
1111075896,14,10
1111075896,86,10
1111075896,14,58
1111075896,72,35
1111075896,4,72
1111075896,40,39
1111075896,20,42
1111075896,40,17
1111075896,14,19
1111075896,86,19
1111075896,11,12
1111075896,65,66
1111075896,14,35
1111075896,86,35
1111075896,10,72
1111075896,10,35
1111075896,14,10
1111075896,86,10
1111075896,14,58
1111075896,72,35
1111075896,4,72
1111075896,14,72
1111075896,86,72
1111075896,40,39
1111075896,20,42
1111075896,40,17
1111075896,14,19
1111075896,86,19
1111075896,11,12
1111075896,65,66
1111075896,14,35
1111075896,86,35
1111075896,10,72
1111075896,10,35
1111075896,14,10
1111075896,86,10
1111075896,14,58
1111075896,72,35
1111075896,4,72
1111075896,14,72
1111075896,86,72
1111075896,8,75
1111075896,40,39
1111075896,20,42
1111075896,40,17
1111075896,14,19
1111075896,86,19
1111075896,11,12
1111075896,65,66
1111075896,14,35
1111075896,86,35
1111075896,10,72
1111075896,10,35
1111075896,14,10
1111075896,86,10
1111075896,14,58
1111075896,72,35
1111075896,4,72
1111075896,14,72
1111075896,86,72
1111075896,8,75
1111075896,40,39
1111075896,20,42
1111075896,40,17
1111075896,14,19
1111075896,86,19
1111075896,11,12
1111075896,65,66
1111075896,14,35
1111075896,86,35
1111075896,10,72
1111075896,10,35
1111075896,14,10
1111075896,86,10
1111075896,14,58
1111075896,72,35
1111075896,4,72
1111075896,14,72
1111075896,86,72
1111075896,8,75
1111076496,40,39
1111076496,20,42
1111076496,40,17
1111076496,14,19
1111076496,86,19
1111076496,11,12
1111076496,65,66
1111076496,14,35
1111076496,86,35
1111076496,10,72
1111076496,10,35
1111076496,14,10
1111076496,86,10
1111076496,14,58
1111076496,72,35
1111076496,4,72
1111076496,14,72
1111076496,86,72
1111076496,8,75
1111076496,67,19
1111076496,67,12
1111076496,40,39
1111076496,20,42
1111076496,40,17
1111076496,14,19
1111076496,86,19
1111076496,11,12
1111076496,14,35
1111076496,86,35
1111076496,10,72
1111076496,10,35
1111076496,14,10
1111076496,86,10
1111076496,14,58
1111076496,72,35
1111076496,4,72
1111076496,14,72
1111076496,86,72
1111076496,8,75
1111076496,10,19
1111076496,40,39
1111076496,20,42
1111076496,40,17
1111076496,14,19
1111076496,86,19
1111076496,11,12
1111076496,14,35
1111076496,86,35
1111076496,10,72
1111076496,10,35
1111076496,14,10
1111076496,86,10
1111076496,14,58
1111076496,72,35
1111076496,4,72
1111076496,14,72
1111076496,86,72
1111076496,8,75
1111076496,10,19
1111076496,40,39
1111076496,20,42
1111076496,40,17
1111076496,14,19
1111076496,86,19
1111076496,11,12
1111076496,14,35
1111076496,86,35
1111076496,10,72
1111076496,10,35
1111076496,14,10
1111076496,86,10
1111076496,14,58
1111076496,72,35
1111076496,4,72
1111076496,14,72
1111076496,86,72
1111076496,8,75
1111076496,10,19
1111076496,15,67
1111076496,40,39
1111076496,20,42
1111076496,40,17
1111076496,14,19
1111076496,86,19
1111076496,11,12
1111076496,14,35
1111076496,86,35
1111076496,10,72
1111076496,10,35
1111076496,14,10
1111076496,86,10
1111076496,14,58
1111076496,72,35
1111076496,14,72
1111076496,86,72
1111076496,8,75
1111076496,10,19
1111076496,14,15
1111076496,40,39
1111076496,20,42
1111076496,40,17
1111076496,14,19
1111076496,86,19
1111076496,11,12
1111076496,14,35
1111076496,86,35
1111076496,10,72
1111076496,10,35
1111076496,14,10
1111076496,86,10
1111076496,14,58
1111076496,14,72
1111076496,86,72
1111076496,8,75
1111076496,10,19
1111076496,14,15
1111076496,3,15
1111076496,3,21
1111076496,3,4
1111076496,3,72
1111077096,40,39
1111077096,20,42
1111077096,40,17
1111077096,14,19
1111077096,86,19
1111077096,11,12
1111077096,14,35
1111077096,86,35
1111077096,10,72
1111077096,10,35
1111077096,14,10
1111077096,86,10
1111077096,14,58
1111077096,14,72
1111077096,86,72
1111077096,8,75
1111077096,10,19
1111077096,14,15
1111077096,3,21
1111077096,3,4
1111077096,3,72
1111077096,40,39
1111077096,20,42
1111077096,40,17
1111077096,14,19
1111077096,86,19
1111077096,11,12
1111077096,14,35
1111077096,86,35
1111077096,10,72
1111077096,10,35
1111077096,14,10
1111077096,86,10
1111077096,14,58
1111077096,14,72
1111077096,86,72
1111077096,8,75
1111077096,10,19
1111077096,14,15
1111077096,3,21
1111077096,3,4
1111077096,3,72
1111077096,15,10
1111077096,15,19
1111077096,15,72
1111077096,15,35
1111077096,40,39
1111077096,20,42
1111077096,40,17
1111077096,14,19
1111077096,86,19
1111077096,11,12
1111077096,14,35
1111077096,86,35
1111077096,10,72
1111077096,10,35
1111077096,14,10
1111077096,86,10
1111077096,14,58
1111077096,14,72
1111077096,86,72
1111077096,8,75
1111077096,10,19
1111077096,14,15
1111077096,3,21
1111077096,3,4
1111077096,3,72
1111077096,15,10
1111077096,15,19
1111077096,15,72
1111077096,15,35
1111077096,40,39
1111077096,20,42
1111077096,40,17
1111077096,14,19
1111077096,86,19
1111077096,11,12
1111077096,14,35
1111077096,86,35
1111077096,10,72
1111077096,10,35
1111077096,14,10
1111077096,86,10
1111077096,14,58
1111077096,14,72
1111077096,86,72
1111077096,8,75
1111077096,10,19
1111077096,14,15
1111077096,3,21
1111077096,3,4
1111077096,15,10
1111077096,15,19
1111077096,15,72
1111077096,15,35
1111077096,40,39
1111077096,20,42
1111077096,40,17
1111077096,14,19
1111077096,86,19
1111077096,11,12
1111077096,14,35
1111077096,86,35
1111077096,10,72
1111077096,10,35
1111077096,14,10
1111077096,86,10
1111077096,14,58
1111077096,14,72
1111077096,86,72
1111077096,8,75
1111077096,10,19
1111077096,14,15
1111077096,3,21
1111077096,3,4
1111077096,15,10
1111077096,15,19
1111077096,15,72
1111077096,15,35
1111077096,14,21
1111077096,40,39
1111077096,20,42
1111077096,40,17
1111077096,14,19
1111077096,86,19
1111077096,11,12
1111077096,14,35
1111077096,86,35
1111077096,10,72
1111077096,10,35
1111077096,14,10
1111077096,86,10
1111077096,14,58
1111077096,14,72
1111077096,86,72
1111077096,10,19
1111077096,14,15
1111077096,3,21
1111077096,3,4
1111077096,15,10
1111077096,15,19
1111077096,15,72
1111077096,15,35
1111077096,10,4
1111077096,15,21
1111077696,40,39
1111077696,20,42
1111077696,40,17
1111077696,14,19
1111077696,86,19
1111077696,11,12
1111077696,14,35
1111077696,86,35
1111077696,10,72
1111077696,10,35
1111077696,14,10
1111077696,86,10
1111077696,14,58
1111077696,14,72
1111077696,86,72
1111077696,10,19
1111077696,14,15
1111077696,3,21
1111077696,15,10
1111077696,15,19
1111077696,15,72
1111077696,15,35
1111077696,20,42
1111077696,14,19
1111077696,86,19
1111077696,11,12
1111077696,14,35
1111077696,86,35
1111077696,10,72
1111077696,10,35
1111077696,14,10
1111077696,86,10
1111077696,14,58
1111077696,14,72
1111077696,86,72
1111077696,10,19
1111077696,14,15
1111077696,3,21
1111077696,15,10
1111077696,15,19
1111077696,15,72
1111077696,15,35
1111077696,14,19
1111077696,86,19
1111077696,11,12
1111077696,14,35
1111077696,86,35
1111077696,10,72
1111077696,10,35
1111077696,14,10
1111077696,86,10
1111077696,14,58
1111077696,14,72
1111077696,86,72
1111077696,10,19
1111077696,14,15
1111077696,3,21
1111077696,15,10
1111077696,15,19
1111077696,15,72
1111077696,15,35
1111077696,78,18
1111077696,78,4
1111077696,65,66
1111077696,14,19
1111077696,86,19
1111077696,11,12
1111077696,14,35
1111077696,86,35
1111077696,10,72
1111077696,10,35
1111077696,14,10
1111077696,86,10
1111077696,14,58
1111077696,14,72
1111077696,86,72
1111077696,10,19
1111077696,14,15
1111077696,3,21
1111077696,15,10
1111077696,15,19
1111077696,15,72
1111077696,15,35
1111077696,78,18
1111077696,78,4
1111077696,65,66
1111077696,14,19
1111077696,86,19
1111077696,11,12
1111077696,14,35
1111077696,86,35
1111077696,10,72
1111077696,10,35
1111077696,14,10
1111077696,86,10
1111077696,14,58
1111077696,14,72
1111077696,86,72
1111077696,10,19
1111077696,14,15
1111077696,3,21
1111077696,15,10
1111077696,15,19
1111077696,15,35
1111077696,78,18
1111077696,78,4
1111077696,65,66
1111077696,14,19
1111077696,86,19
1111077696,11,12
1111077696,14,35
1111077696,86,35
1111077696,10,72
1111077696,10,35
1111077696,14,10
1111077696,86,10
1111077696,14,58
1111077696,14,72
1111077696,86,72
1111077696,10,19
1111077696,3,21
1111077696,15,10
1111077696,15,19
1111077696,15,35
1111077696,78,18
1111077696,78,4
1111077696,65,66
1111077696,72,35
1111078296,14,19
1111078296,86,19
1111078296,11,12
1111078296,14,35
1111078296,86,35
1111078296,10,72
1111078296,10,35
1111078296,14,10
1111078296,86,10
1111078296,14,58
1111078296,14,72
1111078296,86,72
1111078296,10,19
1111078296,3,21
1111078296,15,10
1111078296,15,19
1111078296,15,35
1111078296,78,18
1111078296,78,4
1111078296,65,66
1111078296,72,35
1111078296,68,10
1111078296,68,19
1111078296,68,35
1111078296,14,68
1111078296,86,68
1111078296,15,68
1111078296,3,15
1111078296,3,68
1111078296,3,35
1111078296,14,19
1111078296,86,19
1111078296,11,12
1111078296,14,35
1111078296,86,35
1111078296,10,72
1111078296,10,35
1111078296,14,10
1111078296,86,10
1111078296,14,58
1111078296,14,72
1111078296,86,72
1111078296,10,19
1111078296,78,18
1111078296,78,4
1111078296,65,66
1111078296,72,35
1111078296,68,10
1111078296,68,19
1111078296,68,35
1111078296,14,68
1111078296,86,68
1111078296,3,35
1111078296,14,19
1111078296,86,19
1111078296,11,12
1111078296,14,35
1111078296,86,35
1111078296,10,72
1111078296,10,35
1111078296,14,10
1111078296,86,10
1111078296,14,58
1111078296,14,72
1111078296,86,72
1111078296,10,19
1111078296,78,18
1111078296,78,4
1111078296,65,66
1111078296,72,35
1111078296,68,10
1111078296,68,19
1111078296,68,35
1111078296,14,68
1111078296,86,68
1111078296,3,35
1111078296,14,76
1111078296,14,19
1111078296,86,19
1111078296,11,12
1111078296,14,35
1111078296,86,35
1111078296,10,72
1111078296,10,35
1111078296,14,10
1111078296,86,10
1111078296,14,58
1111078296,14,72
1111078296,86,72
1111078296,10,19
1111078296,78,18
1111078296,78,4
1111078296,65,66
1111078296,72,35
1111078296,68,10
1111078296,68,19
1111078296,68,35
1111078296,14,68
1111078296,86,68
1111078296,3,35
1111078296,14,76
1111078296,14,19
1111078296,86,19
1111078296,11,12
1111078296,14,35
1111078296,86,35
1111078296,10,72
1111078296,10,35
1111078296,14,10
1111078296,86,10
1111078296,14,58
1111078296,14,72
1111078296,86,72
1111078296,10,19
1111078296,78,18
1111078296,78,4
1111078296,65,66
1111078296,72,35
1111078296,68,10
1111078296,68,19
1111078296,68,35
1111078296,14,68
1111078296,86,68
1111078296,3,35
1111078296,14,76
1111078296,3,76
1111078296,67,11
1111078296,67,12
1111078296,14,19
1111078296,86,19
1111078296,11,12
1111078296,14,35
1111078296,86,35
1111078296,10,72
1111078296,10,35
1111078296,14,72
1111078296,86,72
1111078296,10,19
1111078296,78,18
1111078296,78,4
1111078296,65,66
1111078296,72,35
1111078296,68,10
1111078296,68,19
1111078296,68,35
1111078296,14,68
1111078296,86,68
1111078296,3,35
1111078296,3,76
1111078296,67,12
1111078296,4,13
1111078896,14,19
1111078896,86,19
1111078896,11,12
1111078896,14,35
1111078896,86,35
1111078896,10,72
1111078896,10,35
1111078896,14,72
1111078896,86,72
1111078896,10,19
1111078896,78,18
1111078896,78,4
1111078896,65,66
1111078896,72,35
1111078896,68,10
1111078896,68,19
1111078896,68,35
1111078896,14,68
1111078896,86,68
1111078896,3,35
1111078896,3,76
1111078896,67,12
1111078896,14,19
1111078896,86,19
1111078896,11,12
1111078896,10,72
1111078896,10,35
1111078896,10,19
1111078896,78,18
1111078896,78,4
1111078896,65,66
1111078896,72,35
1111078896,68,10
1111078896,68,19
1111078896,68,35
1111078896,14,68
1111078896,86,68
1111078896,3,35
1111078896,3,76
1111078896,67,12
1111078896,14,19
1111078896,86,19
1111078896,11,12
1111078896,10,72
1111078896,10,35
1111078896,10,19
1111078896,78,18
1111078896,78,4
1111078896,65,66
1111078896,72,35
1111078896,68,10
1111078896,68,19
1111078896,68,35
1111078896,14,68
1111078896,86,68
1111078896,3,35
1111078896,3,76
1111078896,67,12
1111078896,11,12
1111078896,10,72
1111078896,10,35
1111078896,10,19
1111078896,78,18
1111078896,78,4
1111078896,65,66
1111078896,72,35
1111078896,68,10
1111078896,68,19
1111078896,68,35
1111078896,3,35
1111078896,3,76
1111078896,67,12
1111078896,11,12
1111078896,10,35
1111078896,10,19
1111078896,78,18
1111078896,78,4
1111078896,65,66
1111078896,72,35
1111078896,68,10
1111078896,68,19
1111078896,68,35
1111078896,3,35
1111078896,3,76
1111078896,67,12
1111078896,11,12
1111078896,10,35
1111078896,10,19
1111078896,78,18
1111078896,78,4
1111078896,65,66
1111078896,72,35
1111078896,68,10
1111078896,68,19
1111078896,68,35
1111078896,3,35
1111078896,3,76
1111078896,67,12
1111079496,11,12
1111079496,10,35
1111079496,10,19
1111079496,78,18
1111079496,78,4
1111079496,65,66
1111079496,72,35
1111079496,68,10
1111079496,68,19
1111079496,68,35
1111079496,3,35
1111079496,3,76
1111079496,67,12
1111079496,10,35
1111079496,10,19
1111079496,78,18
1111079496,78,4
1111079496,65,66
1111079496,72,35
1111079496,68,10
1111079496,68,19
1111079496,68,35
1111079496,3,35
1111079496,3,76
1111079496,67,12
1111079496,10,35
1111079496,10,19
1111079496,78,18
1111079496,78,4
1111079496,65,66
1111079496,72,35
1111079496,68,10
1111079496,68,19
1111079496,68,35
1111079496,3,35
1111079496,3,76
1111079496,67,12
1111079496,10,35
1111079496,10,19
1111079496,78,18
1111079496,78,4
1111079496,65,66
1111079496,72,35
1111079496,68,10
1111079496,68,19
1111079496,68,35
1111079496,3,35
1111079496,3,76
1111079496,67,12
1111079496,10,35
1111079496,10,19
1111079496,78,18
1111079496,78,4
1111079496,65,66
1111079496,72,35
1111079496,68,10
1111079496,68,19
1111079496,68,35
1111079496,3,35
1111079496,3,76
1111079496,67,12
1111079496,3,10
1111079496,10,35
1111079496,10,19
1111079496,78,18
1111079496,78,4
1111079496,65,66
1111079496,72,35
1111079496,68,10
1111079496,68,19
1111079496,68,35
1111079496,3,35
1111079496,3,76
1111079496,67,12
1111079496,3,10
1111080096,10,35
1111080096,10,19
1111080096,78,18
1111080096,78,4
1111080096,65,66
1111080096,72,35
1111080096,68,10
1111080096,68,19
1111080096,68,35
1111080096,3,35
1111080096,3,76
1111080096,67,12
1111080096,3,10
1111080096,10,35
1111080096,10,19
1111080096,78,18
1111080096,78,4
1111080096,65,66
1111080096,72,35
1111080096,68,10
1111080096,68,19
1111080096,68,35
1111080096,3,35
1111080096,3,76
1111080096,67,12
1111080096,3,10
1111080096,68,72
1111080096,10,35
1111080096,10,19
1111080096,78,18
1111080096,78,4
1111080096,65,66
1111080096,72,35
1111080096,68,10
1111080096,68,19
1111080096,68,35
1111080096,3,35
1111080096,3,76
1111080096,67,12
1111080096,3,10
1111080096,10,35
1111080096,10,19
1111080096,78,18
1111080096,78,4
1111080096,65,66
1111080096,72,35
1111080096,68,10
1111080096,68,19
1111080096,68,35
1111080096,3,35
1111080096,3,76
1111080096,67,12
1111080096,3,10
1111080096,10,35
1111080096,10,19
1111080096,78,18
1111080096,78,4
1111080096,65,66
1111080096,72,35
1111080096,68,10
1111080096,68,19
1111080096,68,35
1111080096,3,35
1111080096,3,76
1111080096,67,12
1111080096,3,10
1111080096,10,35
1111080096,10,19
1111080096,78,18
1111080096,78,4
1111080096,65,66
1111080096,72,35
1111080096,68,10
1111080096,68,19
1111080096,68,35
1111080096,3,35
1111080096,3,76
1111080096,67,12
1111080096,3,10
1111080696,10,35
1111080696,10,19
1111080696,78,18
1111080696,78,4
1111080696,65,66
1111080696,72,35
1111080696,68,10
1111080696,68,19
1111080696,68,35
1111080696,3,35
1111080696,3,76
1111080696,67,12
1111080696,10,35
1111080696,10,19
1111080696,78,18
1111080696,78,4
1111080696,65,66
1111080696,72,35
1111080696,68,10
1111080696,68,19
1111080696,68,35
1111080696,3,35
1111080696,3,76
1111080696,67,12
1111080696,10,35
1111080696,10,19
1111080696,78,18
1111080696,78,4
1111080696,65,66
1111080696,68,10
1111080696,68,19
1111080696,68,35
1111080696,3,35
1111080696,3,76
1111080696,67,12
1111080696,10,35
1111080696,10,19
1111080696,78,18
1111080696,78,4
1111080696,65,66
1111080696,68,10
1111080696,68,19
1111080696,68,35
1111080696,3,35
1111080696,3,76
1111080696,67,12
1111080696,10,35
1111080696,10,19
1111080696,78,18
1111080696,78,4
1111080696,65,66
1111080696,68,10
1111080696,68,19
1111080696,68,35
1111080696,3,35
1111080696,3,76
1111080696,67,12
1111080696,10,35
1111080696,10,19
1111080696,78,4
1111080696,65,66
1111080696,68,10
1111080696,68,19
1111080696,68,35
1111080696,3,35
1111080696,3,76
1111080696,67,12
