time,p1,p2
1106764896,68,35
1106764896,67,27
1106764896,78,18
1106764896,3,8
1106764896,3,35
1106764896,78,60
1106764896,27,12
1106764896,27,11
1106764896,68,25
1106764896,68,8
1106764896,58,25
1106764896,8,35
1106764896,67,11
1106764896,67,12
1106764896,68,35
1106764896,67,27
1106764896,78,18
1106764896,3,8
1106764896,3,35
1106764896,15,60
1106764896,27,12
1106764896,27,11
1106764896,68,25
1106764896,68,8
1106764896,58,25
1106764896,8,35
1106764896,67,11
1106764896,67,12
1106764896,67,27
1106764896,78,18
1106764896,3,8
1106764896,3,35
1106764896,15,60
1106764896,58,6
1106764896,11,12
1106764896,27,12
1106764896,27,11
1106764896,68,25
1106764896,68,8
1106764896,58,25
1106764896,8,35
1106764896,67,11
1106764896,67,12
1106764896,67,27
1106764896,78,18
1106764896,3,8
1106764896,3,35
1106764896,15,60
1106764896,11,12
1106764896,67,60
1106764896,27,12
1106764896,27,11
1106764896,68,25
1106764896,68,8
1106764896,58,25
1106764896,8,35
1106764896,67,11
1106764896,67,12
1106764896,67,27
1106764896,78,18
1106764896,3,8
1106764896,3,35
1106764896,15,60
1106764896,11,12
1106764896,27,12
1106764896,27,11
1106764896,68,8
1106764896,58,25
1106764896,8,35
1106764896,67,11
1106764896,67,12
1106764896,67,27
1106764896,78,18
1106764896,3,8
1106764896,3,35
1106764896,15,60
1106764896,11,12
1106765496,27,12
1106765496,27,11
1106765496,68,8
1106765496,8,35
1106765496,67,11
1106765496,67,12
1106765496,67,27
1106765496,78,18
1106765496,3,8
1106765496,3,35
1106765496,15,60
1106765496,11,12
1106765496,27,12
1106765496,27,11
1106765496,68,8
1106765496,8,35
1106765496,67,11
1106765496,67,12
1106765496,67,27
1106765496,78,18
1106765496,3,8
1106765496,3,35
1106765496,15,60
1106765496,11,12
1106765496,15,25
1106765496,27,12
1106765496,27,11
1106765496,68,8
1106765496,8,35
1106765496,67,11
1106765496,67,12
1106765496,67,27
1106765496,78,18
1106765496,3,8
1106765496,3,35
1106765496,11,12
1106765496,27,12
1106765496,27,11
1106765496,68,8
1106765496,8,35
1106765496,67,11
1106765496,67,12
1106765496,67,27
1106765496,78,18
1106765496,3,8
1106765496,3,35
1106765496,11,12
1106765496,27,12
1106765496,27,11
1106765496,68,8
1106765496,8,35
1106765496,67,11
1106765496,67,12
1106765496,67,27
1106765496,78,18
1106765496,3,8
1106765496,3,35
1106765496,11,12
1106765496,27,12
1106765496,27,11
1106765496,68,8
1106765496,8,35
1106765496,67,11
1106765496,67,12
1106765496,67,27
1106765496,78,18
1106765496,3,8
1106765496,3,35
1106765496,11,12
1106766096,27,12
1106766096,27,11
1106766096,68,8
1106766096,8,35
1106766096,67,11
1106766096,67,12
1106766096,67,27
1106766096,78,18
1106766096,3,8
1106766096,3,35
1106766096,11,12
1106766096,27,12
1106766096,27,11
1106766096,68,8
1106766096,8,35
1106766096,67,11
1106766096,67,12
1106766096,67,27
1106766096,78,18
1106766096,3,8
1106766096,3,35
1106766096,11,12
1106766096,68,35
1106766096,27,12
1106766096,27,11
1106766096,68,8
1106766096,8,35
1106766096,67,11
1106766096,67,12
1106766096,67,27
1106766096,3,8
1106766096,3,35
1106766096,11,12
1106766096,68,35
1106766096,27,12
1106766096,27,11
1106766096,68,8
1106766096,8,35
1106766096,67,11
1106766096,67,12
1106766096,67,27
1106766096,3,8
1106766096,3,35
1106766096,11,12
1106766096,68,35
1106766096,27,12
1106766096,27,11
1106766096,68,8
1106766096,8,35
1106766096,67,11
1106766096,67,12
1106766096,67,27
1106766096,3,8
1106766096,3,35
1106766096,11,12
1106766096,68,35
1106766096,27,12
1106766096,27,11
1106766096,68,8
1106766096,8,35
1106766096,67,11
1106766096,67,12
1106766096,67,27
1106766096,3,8
1106766096,3,35
1106766096,11,12
1106766096,68,35
1106766696,27,12
1106766696,27,11
1106766696,68,8
1106766696,67,11
1106766696,67,12
1106766696,67,27
1106766696,3,8
1106766696,3,35
1106766696,11,12
1106766696,68,35
1106766696,27,12
1106766696,27,11
1106766696,68,8
1106766696,67,11
1106766696,67,12
1106766696,67,27
1106766696,3,8
1106766696,3,35
1106766696,11,12
1106766696,68,35
1106766696,27,12
1106766696,27,11
1106766696,68,8
1106766696,67,11
1106766696,67,12
1106766696,67,27
1106766696,3,8
1106766696,3,35
1106766696,11,12
1106766696,68,35
1106766696,27,12
1106766696,27,11
1106766696,67,11
1106766696,67,12
1106766696,67,27
1106766696,3,8
1106766696,11,12
1106766696,27,12
1106766696,27,11
1106766696,67,11
1106766696,67,12
1106766696,67,27
1106766696,3,8
1106766696,11,12
1106766696,27,12
1106766696,27,11
1106766696,3,8
1106766696,11,12
1106766696,15,8
1106767296,27,12
1106767296,27,11
1106767296,11,12
1106767296,15,8
1106767296,27,12
1106767296,27,11
1106767296,11,12
1106767296,15,8
1106767296,27,12
1106767296,27,11
1106767296,11,12
1106767296,15,8
1106767296,27,12
1106767296,27,11
1106767296,11,12
1106767296,15,8
1106767296,27,12
1106767296,27,11
1106767296,11,12
1106767296,15,8
1106767296,27,12
1106767296,27,11
1106767296,11,12
1106767296,15,8
1106767296,3,60
1106767896,27,12
1106767896,27,11
1106767896,11,12
1106767896,15,8
1106767896,27,12
1106767896,27,11
1106767896,11,12
1106767896,15,8
1106767896,27,12
1106767896,27,11
1106767896,11,12
1106767896,15,8
1106767896,27,12
1106767896,27,11
1106767896,11,12
1106767896,15,8
1106767896,27,12
1106767896,27,11
1106767896,11,12
1106767896,15,8
1106767896,27,12
1106767896,27,11
1106767896,11,12
1106767896,15,8
1106768496,27,12
1106768496,27,11
1106768496,11,12
1106768496,15,8
1106768496,27,12
1106768496,27,11
1106768496,11,12
1106768496,15,8
1106768496,27,12
1106768496,27,11
1106768496,11,12
1106768496,15,8
1106768496,27,12
1106768496,27,11
1106768496,11,12
1106768496,15,8
1106768496,27,12
1106768496,27,11
1106768496,11,12
1106768496,15,8
1106768496,27,12
1106768496,27,11
1106768496,11,12
1106768496,15,8
1106769096,27,12
1106769096,27,11
1106769096,11,12
1106769096,15,8
1106769096,27,12
1106769096,27,11
1106769096,11,12
1106769096,15,8
1106769096,27,12
1106769096,27,11
1106769096,11,12
1106769096,15,8
1106769096,27,12
1106769096,27,11
1106769096,11,12
1106769096,15,8
1106769096,14,69
1106769096,27,12
1106769096,27,11
1106769096,11,12
1106769096,15,8
1106769096,27,12
1106769096,27,11
1106769096,11,12
1106769096,15,8
1106769696,27,12
1106769696,27,11
1106769696,11,12
1106769696,15,8
1106769696,27,12
1106769696,27,11
1106769696,11,12
1106769696,15,8
1106769696,27,12
1106769696,27,11
1106769696,11,12
1106769696,15,8
1106769696,27,12
1106769696,27,11
1106769696,11,12
1106769696,15,8
1106769696,27,12
1106769696,27,11
1106769696,11,12
1106769696,15,8
1106769696,27,12
1106769696,27,11
1106769696,11,12
1106769696,15,8
1106770296,27,12
1106770296,27,11
1106770296,11,12
1106770296,15,8
1106770296,27,12
1106770296,27,11
1106770296,11,12
1106770296,15,8
1106770296,27,11
1106770296,15,8
1106770296,27,11
1106770296,15,8
1106770296,27,11
1106770296,15,8
1106770296,27,11
1106770296,15,8
1106770896,27,11
1106770896,15,8
1106770896,27,11
1106770896,15,8
1106770896,27,11
1106770896,15,8
1106770896,27,11
1106770896,15,8
1106770896,27,11
1106770896,15,8
1106770896,27,11
1106770896,15,8
1106771496,27,11
1106771496,15,8
1106771496,27,11
1106771496,15,8
1106771496,27,11
1106771496,15,8
1106771496,27,11
1106771496,15,8
1106771496,58,15
1106771496,27,11
1106771496,15,8
1106771496,27,11
1106771496,15,8
1106772096,15,8
1106772096,15,8
1106772096,15,8
1106772096,15,8
1106772096,15,8
1106772096,15,8
1106772696,15,8
1106772696,15,8
1106772696,15,8
1106772696,15,8
1106772696,15,8
1106772696,15,8
1106773296,15,8
1106773296,15,8
1106773296,15,8
1106773296,15,8
1106773296,15,8
1106773296,15,8
1106773896,15,8
1106773896,15,8
1106774496,58,60
1106775096,15,10
1106775696,15,10
1106776296,15,10
1106776896,15,10
1106777496,15,10
1106778096,15,10
1106778696,15,10
1106779296,15,10
1106779896,15,10
1106780496,15,10
1106781096,15,10
1106781696,15,10
1106782296,15,10
1106782896,15,10
1106783496,15,10
1106784096,15,10
1106784696,15,10
1106785296,15,10
1106785896,15,10
1106786496,15,10
1106787096,15,10
1106787696,15,10
1106788296,15,10
1106788896,79,91
1106789496,15,69
1106790096,15,10
1106790696,15,10
1106791296,15,10
1106791896,15,10
1106792496,15,10
1106793096,15,10
1106793696,15,10
1106794296,15,10
1106794896,15,10
1106795496,15,10
1106796096,15,10
1106796696,15,10
1106797296,15,10
1106797896,15,10
1106798496,15,10
1106799096,15,10
1106799696,15,10
1106800296,15,72
1106800896,15,72
1106801496,15,72
1106802096,15,72
1106802696,15,68
1106803296,15,72
1106803896,15,68
1106804496,68,72
1106805096,15,72
1106805696,15,68
1106806296,68,72
1106806896,15,72
1106807496,15,68
1106808096,68,72
1106808696,15,72
1106809296,15,68
1106809896,68,72
1106810496,65,5
1106811096,15,72
1106811696,15,68
1106812296,68,72
1106812896,68,10
1106813496,15,72
1106814096,15,68
1106814696,68,72
1106815296,68,10
1106815896,10,72
1106816496,15,72
1106817096,15,68
1106817696,68,72
1106818296,68,10
1106818896,10,72
1106819496,15,10
1106820096,15,72
1106820696,15,68
1106821296,68,72
1106821296,68,10
1106821296,10,72
1106821296,15,10
1106821296,15,72
1106821296,15,68
1106821296,68,72
1106821296,68,10
1106821296,10,72
1106821296,15,10
1106821296,15,72
1106821296,15,68
1106821296,68,72
1106821296,68,10
1106821296,10,72
1106821296,15,10
1106821896,15,72
1106821896,15,68
1106821896,68,72
1106821896,68,10
1106821896,10,72
1106821896,15,10
1106821896,15,72
1106821896,15,68
1106821896,68,72
1106821896,68,10
1106821896,10,72
1106821896,15,10
1106821896,15,72
1106821896,15,68
1106821896,68,72
1106821896,68,10
1106821896,15,10
1106821896,65,66
1106821896,15,72
1106821896,15,68
1106821896,68,72
1106821896,68,10
1106821896,15,10
1106821896,65,66
1106821896,15,72
1106821896,15,68
1106821896,68,72
1106821896,68,10
1106821896,15,10
1106821896,65,66
1106821896,10,4
1106821896,10,69
1106821896,15,72
1106821896,15,68
1106821896,68,72
1106821896,68,10
1106821896,15,10
1106821896,65,66
1106821896,10,4
1106821896,10,69
1106821896,3,4
1106821896,3,69
1106821896,4,69
1106821896,46,5
1106821896,46,41
1106822496,15,72
1106822496,15,68
1106822496,68,72
1106822496,68,10
1106822496,15,10
1106822496,65,66
1106822496,10,4
1106822496,10,69
1106822496,3,4
1106822496,3,69
1106822496,4,69
1106822496,70,28
1106822496,15,72
1106822496,15,68
1106822496,68,72
1106822496,68,10
1106822496,15,10
1106822496,65,66
1106822496,10,4
1106822496,10,69
1106822496,3,4
1106822496,3,69
1106822496,4,69
1106822496,15,72
1106822496,15,68
1106822496,68,72
1106822496,68,10
1106822496,15,10
1106822496,65,66
1106822496,10,4
1106822496,10,69
1106822496,3,4
1106822496,3,69
1106822496,4,69
1106822496,3,10
1106822496,15,72
1106822496,15,68
1106822496,68,72
1106822496,68,10
1106822496,15,10
1106822496,65,66
1106822496,10,4
1106822496,10,69
1106822496,3,4
1106822496,3,69
1106822496,4,69
1106822496,3,10
1106822496,15,72
1106822496,15,68
1106822496,68,72
1106822496,68,10
1106822496,15,10
1106822496,65,66
1106822496,10,4
1106822496,10,69
1106822496,3,4
1106822496,3,69
1106822496,4,69
1106822496,3,10
1106822496,15,72
1106822496,15,68
1106822496,68,72
1106822496,68,10
1106822496,15,10
1106822496,65,66
1106822496,10,4
1106822496,10,69
1106822496,3,4
1106822496,3,69
1106822496,4,69
1106822496,3,10
1106823096,15,72
1106823096,15,68
1106823096,68,72
1106823096,68,10
1106823096,15,10
1106823096,65,66
1106823096,10,4
1106823096,10,69
1106823096,3,4
1106823096,3,69
1106823096,4,69
1106823096,3,10
1106823096,15,72
1106823096,15,68
1106823096,68,72
1106823096,68,10
1106823096,15,10
1106823096,65,66
1106823096,10,4
1106823096,10,69
1106823096,3,4
1106823096,3,69
1106823096,4,69
1106823096,3,10
1106823096,15,72
1106823096,15,68
1106823096,68,72
1106823096,68,10
1106823096,15,10
1106823096,65,66
1106823096,10,4
1106823096,10,69
1106823096,3,4
1106823096,3,69
1106823096,4,69
1106823096,3,10
1106823096,3,68
1106823096,15,72
1106823096,15,68
1106823096,68,72
1106823096,68,10
1106823096,15,10
1106823096,65,66
1106823096,10,4
1106823096,10,69
1106823096,3,4
1106823096,3,69
1106823096,4,69
1106823096,3,10
1106823096,46,84
1106823096,15,69
1106823096,15,72
1106823096,15,68
1106823096,68,72
1106823096,68,10
1106823096,15,10
1106823096,65,66
1106823096,10,4
1106823096,10,69
1106823096,3,4
1106823096,3,69
1106823096,4,69
1106823096,3,10
1106823096,46,84
1106823096,15,69
1106823096,15,72
1106823096,15,68
1106823096,68,72
1106823096,68,10
1106823096,15,10
1106823096,65,66
1106823096,10,4
1106823096,10,69
1106823096,3,4
1106823096,3,69
1106823096,4,69
1106823096,3,10
1106823096,46,84
1106823096,15,69
1106823096,3,15
1106823696,15,72
1106823696,15,68
1106823696,68,72
1106823696,68,10
1106823696,15,10
1106823696,65,66
1106823696,3,4
1106823696,3,69
1106823696,4,69
1106823696,46,84
1106823696,15,69
1106823696,15,72
1106823696,15,68
1106823696,68,72
1106823696,68,10
1106823696,15,10
1106823696,65,66
1106823696,3,4
1106823696,3,69
1106823696,4,69
1106823696,46,84
1106823696,15,69
1106823696,15,72
1106823696,15,68
1106823696,68,72
1106823696,68,10
1106823696,15,10
1106823696,65,66
1106823696,3,4
1106823696,3,69
1106823696,4,69
1106823696,46,84
1106823696,15,69
1106823696,10,72
1106823696,15,72
1106823696,15,68
1106823696,68,72
1106823696,68,10
1106823696,15,10
1106823696,65,66
1106823696,3,4
1106823696,3,69
1106823696,4,69
1106823696,46,84
1106823696,15,69
1106823696,10,72
1106823696,15,72
1106823696,15,68
1106823696,68,72
1106823696,68,10
1106823696,15,10
1106823696,65,66
1106823696,3,4
1106823696,3,69
1106823696,4,69
1106823696,46,84
1106823696,15,69
1106823696,10,72
1106823696,15,72
1106823696,15,68
1106823696,68,72
1106823696,68,10
1106823696,15,10
1106823696,65,66
1106823696,3,4
1106823696,3,69
1106823696,4,69
1106823696,46,84
1106823696,15,69
1106823696,10,72
1106824296,15,72
1106824296,15,68
1106824296,68,72
1106824296,68,10
1106824296,15,10
1106824296,65,66
1106824296,3,4
1106824296,3,69
1106824296,4,69
1106824296,46,84
1106824296,15,69
1106824296,10,72
1106824296,15,72
1106824296,15,68
1106824296,68,72
1106824296,68,10
1106824296,15,10
1106824296,65,66
1106824296,3,4
1106824296,3,69
1106824296,4,69
1106824296,46,84
1106824296,15,69
1106824296,10,72
1106824296,15,72
1106824296,15,68
1106824296,68,72
1106824296,68,10
1106824296,15,10
1106824296,65,66
1106824296,3,4
1106824296,3,69
1106824296,4,69
1106824296,46,84
1106824296,15,69
1106824296,10,72
1106824296,68,69
1106824296,15,72
1106824296,15,68
1106824296,68,72
1106824296,68,10
1106824296,15,10
1106824296,65,66
1106824296,3,4
1106824296,3,69
1106824296,4,69
1106824296,46,84
1106824296,15,69
1106824296,10,72
1106824296,68,69
1106824296,15,72
1106824296,15,68
1106824296,68,72
1106824296,68,10
1106824296,15,10
1106824296,65,66
1106824296,3,4
1106824296,3,69
1106824296,4,69
1106824296,46,84
1106824296,15,69
1106824296,10,72
1106824296,68,69
1106824296,15,72
1106824296,15,68
1106824296,68,72
1106824296,68,10
1106824296,15,10
1106824296,65,66
1106824296,3,4
1106824296,3,69
1106824296,46,84
1106824296,15,69
1106824296,10,72
1106824296,68,69
1106824896,15,72
1106824896,15,68
1106824896,68,72
1106824896,68,10
1106824896,15,10
1106824896,65,66
1106824896,3,4
1106824896,3,69
1106824896,46,84
1106824896,15,69
1106824896,10,72
1106824896,68,69
1106824896,15,72
1106824896,15,68
1106824896,68,72
1106824896,68,10
1106824896,15,10
1106824896,65,66
1106824896,3,4
1106824896,3,69
1106824896,46,84
1106824896,15,69
1106824896,10,72
1106824896,68,69
1106824896,10,69
1106824896,15,72
1106824896,15,68
1106824896,68,72
1106824896,68,10
1106824896,15,10
1106824896,65,66
1106824896,3,4
1106824896,3,69
1106824896,46,84
1106824896,15,69
1106824896,10,72
1106824896,68,69
1106824896,10,69
1106824896,15,72
1106824896,15,68
1106824896,68,72
1106824896,68,10
1106824896,15,10
1106824896,65,66
1106824896,3,4
1106824896,3,69
1106824896,46,84
1106824896,15,69
1106824896,10,72
1106824896,68,69
1106824896,10,69
1106824896,78,46
1106824896,78,84
1106824896,15,72
1106824896,15,68
1106824896,68,72
1106824896,68,10
1106824896,15,10
1106824896,65,66
1106824896,3,4
1106824896,46,84
1106824896,15,69
1106824896,10,72
1106824896,68,69
1106824896,10,69
1106824896,15,72
1106824896,15,68
1106824896,68,72
1106824896,68,10
1106824896,65,66
1106824896,3,4
1106824896,46,84
1106824896,15,69
1106824896,10,72
1106824896,68,69
1106824896,10,69
1106825496,15,72
1106825496,15,68
1106825496,68,72
1106825496,68,10
1106825496,65,66
1106825496,3,4
1106825496,46,84
1106825496,15,69
1106825496,10,72
1106825496,68,69
1106825496,10,69
1106825496,78,18
1106825496,15,72
1106825496,15,68
1106825496,68,72
1106825496,68,10
1106825496,65,66
1106825496,3,4
1106825496,46,84
1106825496,15,69
1106825496,10,72
1106825496,68,69
1106825496,10,69
1106825496,78,18
1106825496,68,72
1106825496,68,10
1106825496,65,66
1106825496,3,4
1106825496,46,84
1106825496,10,72
1106825496,68,69
1106825496,10,69
1106825496,78,18
1106825496,68,72
1106825496,68,10
1106825496,65,66
1106825496,3,4
1106825496,46,84
1106825496,10,72
1106825496,68,69
1106825496,10,69
1106825496,78,18
1106825496,68,72
1106825496,68,10
1106825496,65,66
1106825496,3,4
1106825496,46,84
1106825496,10,72
1106825496,10,69
1106825496,78,18
1106825496,77,68
1106825496,77,10
1106825496,77,72
1106825496,68,72
1106825496,68,10
1106825496,65,66
1106825496,3,4
1106825496,46,84
1106825496,10,72
1106825496,78,18
1106825496,77,68
1106825496,77,10
1106825496,77,72
1106826096,68,72
1106826096,68,10
1106826096,65,66
1106826096,3,4
1106826096,46,84
1106826096,10,72
1106826096,78,18
1106826096,77,68
1106826096,77,10
1106826096,77,72
1106826096,4,72
1106826096,68,72
1106826096,68,10
1106826096,65,66
1106826096,3,4
1106826096,46,84
1106826096,10,72
1106826096,78,18
1106826096,77,68
1106826096,77,10
1106826096,77,72
1106826096,4,72
1106826096,3,72
1106826096,15,77
1106826096,15,68
1106826096,15,10
1106826096,81,6
1106826096,68,72
1106826096,68,10
1106826096,65,66
1106826096,3,4
1106826096,46,84
1106826096,10,72
1106826096,78,18
1106826096,77,68
1106826096,77,10
1106826096,77,72
1106826096,4,72
1106826096,3,72
1106826096,15,77
1106826096,15,68
1106826096,15,10
1106826096,68,72
1106826096,68,10
1106826096,65,66
1106826096,3,4
1106826096,46,84
1106826096,10,72
1106826096,78,18
1106826096,77,68
1106826096,77,10
1106826096,77,72
1106826096,4,72
1106826096,3,72
1106826096,15,77
1106826096,15,68
1106826096,15,10
1106826096,68,72
1106826096,68,10
1106826096,65,66
1106826096,3,4
1106826096,46,84
1106826096,10,72
1106826096,78,18
1106826096,77,68
1106826096,77,10
1106826096,77,72
1106826096,4,72
1106826096,3,72
1106826096,15,77
1106826096,15,68
1106826096,15,10
1106826096,4,69
1106826096,3,69
1106826096,15,6
1106826096,15,72
1106826096,68,72
1106826096,68,10
1106826096,65,66
1106826096,3,4
1106826096,46,84
1106826096,10,72
1106826096,78,18
1106826096,77,68
1106826096,77,10
1106826096,77,72
1106826096,15,68
1106826096,15,10
1106826096,4,69
1106826096,3,69
1106826096,15,72
1106826696,68,72
1106826696,68,10
1106826696,65,66
1106826696,3,4
1106826696,46,84
1106826696,10,72
1106826696,78,18
1106826696,77,68
1106826696,77,10
1106826696,77,72
1106826696,15,68
1106826696,15,10
1106826696,4,69
1106826696,3,69
1106826696,15,72
1106826696,68,72
1106826696,68,10
1106826696,65,66
1106826696,3,4
1106826696,46,84
1106826696,10,72
1106826696,78,18
1106826696,77,68
1106826696,77,10
1106826696,77,72
1106826696,15,68
1106826696,15,10
1106826696,4,69
1106826696,3,69
1106826696,15,72
1106826696,78,81
1106826696,68,72
1106826696,68,10
1106826696,65,66
1106826696,3,4
1106826696,46,84
1106826696,10,72
1106826696,78,18
1106826696,77,68
1106826696,77,10
1106826696,77,72
1106826696,15,68
1106826696,15,10
1106826696,15,72
1106826696,68,72
1106826696,68,10
1106826696,65,66
1106826696,3,4
1106826696,46,84
1106826696,10,72
1106826696,78,18
1106826696,77,68
1106826696,77,10
1106826696,77,72
1106826696,15,68
1106826696,15,10
1106826696,15,72
1106826696,68,72
1106826696,68,10
1106826696,65,66
1106826696,3,4
1106826696,46,84
1106826696,10,72
1106826696,78,18
1106826696,77,68
1106826696,77,10
1106826696,77,72
1106826696,15,68
1106826696,15,10
1106826696,15,72
1106826696,46,2
1106826696,68,72
1106826696,68,10
1106826696,65,66
1106826696,3,4
1106826696,46,84
1106826696,10,72
1106826696,78,18
1106826696,77,68
1106826696,77,10
1106826696,77,72
1106826696,15,68
1106826696,15,10
1106826696,15,72
1106826696,28,73
1106827296,68,72
1106827296,68,10
1106827296,65,66
1106827296,3,4
1106827296,46,84
1106827296,10,72
1106827296,78,18
1106827296,77,72
1106827296,15,68
1106827296,15,10
1106827296,15,72
1106827296,28,73
1106827296,10,69
1106827296,68,72
1106827296,68,10
1106827296,65,66
1106827296,3,4
1106827296,46,84
1106827296,10,72
1106827296,78,18
1106827296,77,72
1106827296,15,68
1106827296,15,10
1106827296,15,72
1106827296,28,73
1106827296,68,72
1106827296,68,10
1106827296,65,66
1106827296,3,4
1106827296,46,84
1106827296,10,72
1106827296,78,18
1106827296,77,72
1106827296,15,68
1106827296,15,10
1106827296,15,72
1106827296,28,73
1106827296,3,68
1106827296,68,72
1106827296,68,10
1106827296,65,66
1106827296,3,4
1106827296,46,84
1106827296,10,72
1106827296,78,18
1106827296,77,72
1106827296,15,68
1106827296,15,10
1106827296,15,72
1106827296,28,73
1106827296,3,68
1106827296,68,72
1106827296,68,10
1106827296,65,66
1106827296,3,4
1106827296,46,84
1106827296,10,72
1106827296,78,18
1106827296,77,72
1106827296,15,68
1106827296,15,10
1106827296,15,72
1106827296,28,73
1106827296,3,68
1106827296,68,72
1106827296,68,10
1106827296,65,66
1106827296,3,4
1106827296,46,84
1106827296,10,72
1106827296,78,18
1106827296,77,72
1106827296,15,68
1106827296,15,10
1106827296,15,72
1106827296,28,73
1106827296,3,68
1106827296,15,69
1106827296,77,20
1106827896,68,72
1106827896,68,10
1106827896,65,66
1106827896,3,4
1106827896,46,84
1106827896,10,72
1106827896,78,18
1106827896,77,72
1106827896,15,68
1106827896,15,10
1106827896,15,72
1106827896,3,68
1106827896,77,20
1106827896,68,72
1106827896,68,10
1106827896,65,66
1106827896,3,4
1106827896,46,84
1106827896,10,72
1106827896,78,18
1106827896,77,72
1106827896,15,68
1106827896,15,10
1106827896,15,72
1106827896,3,68
1106827896,77,20
1106827896,68,72
1106827896,68,10
1106827896,65,66
1106827896,3,4
1106827896,46,84
1106827896,10,72
1106827896,78,18
1106827896,77,72
1106827896,15,68
1106827896,15,10
1106827896,15,72
1106827896,3,68
1106827896,77,20
1106827896,68,69
1106827896,17,35
1106827896,68,72
1106827896,68,10
1106827896,65,66
1106827896,3,4
1106827896,46,84
1106827896,10,72
1106827896,78,18
1106827896,77,72
1106827896,15,68
1106827896,15,10
1106827896,15,72
1106827896,3,68
1106827896,77,20
1106827896,68,69
1106827896,17,35
1106827896,68,72
1106827896,68,10
1106827896,65,66
1106827896,3,4
1106827896,46,84
1106827896,10,72
1106827896,78,18
1106827896,15,68
1106827896,15,10
1106827896,15,72
1106827896,3,68
1106827896,77,20
1106827896,68,69
1106827896,17,35
1106827896,58,68
1106827896,58,69
1106827896,68,72
1106827896,68,10
1106827896,65,66
1106827896,3,4
1106827896,46,84
1106827896,10,72
1106827896,78,18
1106827896,15,68
1106827896,15,10
1106827896,15,72
1106827896,3,68
1106827896,77,20
1106827896,68,69
1106827896,17,35
1106827896,58,68
1106827896,58,69
1106828496,68,72
1106828496,68,10
1106828496,65,66
1106828496,3,4
1106828496,46,84
1106828496,10,72
1106828496,78,18
1106828496,15,68
1106828496,15,10
1106828496,15,72
1106828496,77,20
1106828496,68,69
1106828496,17,35
1106828496,58,68
1106828496,58,69
1106828496,68,72
1106828496,68,10
1106828496,65,66
1106828496,3,4
1106828496,46,84
1106828496,10,72
1106828496,78,18
1106828496,15,68
1106828496,15,10
1106828496,15,72
1106828496,77,20
1106828496,68,69
1106828496,17,35
1106828496,58,68
